low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_transaction_time_year,first_transaction_time_month,first_transaction_time_day
0.02,0.98,3400,0.13,1.0,0.225,13.0,16.0,18.0,4.0,1.0,11370,0,16.0,91.0,0.35,16870,5.0,2860,0.3,1080,0.5,1,8.0,16.0,9.0,20.0,0.0,2.0,4.0,4.0,486.0,3050,3.0,0.0,0,7490,0.0,0,725.0,87.0,517.0,70.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,488.0,80.0,12.0,11.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,20.0,4.0,0.0,0.0,321.0,2200.0,75.0,1.0,1.0,2200.0,2200.0,12200.0,81.0,3.0,3.0,16800.0,8800.0,33.0,136.0,2016,5,26
0.0,1.0,3500,0.98,1.0,0.436,18.0,18.0,18.0,1.0,1.0,22480,0,11.0,144.0,0.2,59780,7.0,5790,0.1,1200,0.5,1,9.0,9.0,9.0,9.0,1.0,0.0,3.0,3.0,25064.0,4130,18.0,0.0,1860,34610,0.0,0,410.0,85.0,543.0,75.0,25.0,12.0,10.0,31.0,8.0,14.0,20.0,510.0,71.0,51.0,50.0,1.0,11.0,1.0,10.0,6.0,8.0,20.0,53.0,2.0,7.0,0.0,343.0,1800.0,71.0,10.0,11.0,2800.0,1460.0,8400.0,78.0,1.0,1.0,8400.0,8400.0,8.0,2.0,2017,4,6
0.01,0.99,0,1.38,0.82,0.622,20.0,12.0,7.0,3.0,0.0,15060,0,28.0,295.0,0.4,75160,7.0,7260,0.15,1300,0.45,1,12.0,12.0,12.0,12.0,0.0,2.0,8.0,8.0,0.0,1540,6.0,0.0,100,17390,0.0,1,1106.0,82.0,574.0,77.0,18.0,9.0,9.0,24.0,0.0,2.0,16.0,528.0,75.0,76.0,62.0,5.0,27.0,7.0,20.0,2.0,7.0,37.0,77.0,45.0,2.0,0.0,358.0,2500.0,74.0,20.0,21.0,5000.0,2160.0,9000.0,78.0,7.0,7.0,18600.0,8828.0,40.0,5.0,2015,5,11
0.01,0.94,1500,0.51,0.61,0.5,21.0,31.0,17.0,3.0,1.0,2540,0,19.0,187.0,0.4,43810,8.0,10040,0.4,1240,0.5,1,19.0,19.0,19.0,19.0,0.0,1.0,2.0,2.0,0.0,1970,6.0,0.0,0,28890,0.0,0,997.0,83.0,656.0,78.0,17.0,5.0,5.0,22.0,6.0,11.0,12.0,635.0,76.0,68.0,67.0,0.0,26.0,10.0,16.0,0.0,3.0,17.0,81.0,9.0,2.0,0.0,352.0,2100.0,75.0,16.0,17.0,5400.0,1887.0,6700.0,78.0,10.0,11.0,13200.0,6640.0,23.0,42.0,2015,8,28
0.04,0.96,800,60.68,1.0,0.193,14.0,30.0,22.0,3.0,0.0,12850,0,10.0,58.0,0.3,20210,5.0,170,0.15,1190,0.5,1,11.0,29.0,11.0,29.0,1.0,0.0,3.0,4.0,18.0,5960,6.0,0.0,3880,11530,0.0,0,378.0,95.0,650.0,83.0,5.0,2.0,2.0,7.0,1.0,3.0,4.0,625.0,79.0,11.0,9.0,0.0,6.0,2.0,4.0,0.0,1.0,3.0,10.0,6.0,0.0,0.0,350.0,2300.0,74.0,4.0,4.0,2700.0,1975.0,22000.0,85.0,2.0,2.0,23400.0,21600.0,3.0,48.0,2017,5,8
0.15,0.85,400,0.83,1.0,0.8270000000000001,37.0,9.0,8.0,2.0,1.0,28810,0,20.0,362.0,0.25,42170,6.0,14740,0.05,450,0.7,1,4.0,9.0,6.0,11.0,1.0,1.0,12.0,12.0,37594.0,2380,27.0,0.0,0,23860,0.0,0,689.0,82.0,534.0,78.0,9.0,5.0,4.0,9.0,0.0,0.0,3.0,493.0,78.0,52.0,44.0,4.0,18.0,4.0,14.0,0.0,2.0,18.0,60.0,27.0,0.0,0.0,349.0,1900.0,78.0,14.0,15.0,3000.0,1785.0,3000.0,78.0,4.0,5.0,5400.0,2750.0,98.0,56.0,2016,7,1
0.01,0.99,100,2.08,0.38,0.21899999999999997,15.0,20.0,20.0,3.0,1.0,9640,0,18.0,90.0,0.5,12930,9.0,780,0.65,1090,0.55,1,9.0,20.0,9.0,20.0,0.0,1.0,2.0,2.0,0.0,2250,2.0,0.0,2250,6780,0.0,0,1534.0,88.0,544.0,86.0,10.0,7.0,2.0,15.0,2.0,3.0,7.0,506.0,77.0,24.0,18.0,1.0,11.0,5.0,6.0,0.0,2.0,9.0,36.0,18.0,0.0,0.0,358.0,2900.0,75.0,6.0,7.0,4900.0,2733.0,9600.0,81.0,5.0,6.0,15600.0,6720.0,2.0,60.0,2014,3,9
0.01,0.86,1000,1.18,0.56,0.436,17.0,32.0,23.0,4.0,0.0,29980,0,40.0,320.0,0.5,52720,6.0,3300,0.4,1300,0.45,1,17.0,30.0,17.0,30.0,0.0,0.0,4.0,4.0,321086.0,1900,6.0,0.0,0,26050,0.0,0,2222.0,88.0,534.0,78.0,10.0,4.0,3.0,12.0,5.0,7.0,12.0,489.0,72.0,52.0,48.0,5.0,14.0,3.0,11.0,0.0,0.0,19.0,78.0,19.0,1.0,0.0,277.0,1900.0,72.0,11.0,11.0,4300.0,1654.0,3500.0,76.0,3.0,3.0,9000.0,4533.0,20.0,101.0,2012,4,20
0.01,0.6,0,0.92,0.73,0.469,17.0,14.0,10.0,3.0,0.0,25750,0,43.0,301.0,0.1,108800,6.0,118480,0.1,2380,0.35,3,8.0,8.0,8.0,8.0,1.0,3.0,3.0,3.0,730448.0,22270,6.0,0.0,180,26610,0.0,1,1856.0,82.0,640.0,77.0,7.0,2.0,3.0,8.0,3.0,3.0,6.0,621.0,72.0,33.0,31.0,0.0,8.0,4.0,4.0,0.0,3.0,8.0,62.0,8.0,2.0,0.0,360.0,4000.0,74.0,4.0,4.0,8700.0,4250.0,40200.0,72.0,4.0,4.0,122400.0,50400.0,14.0,32.0,2013,4,21
0.05,0.95,200,13.23,0.59,0.519,24.0,9.0,14.0,2.0,1.0,15460,0,17.0,200.0,0.25,30740,5.0,1240,0.1,820,0.6,1,8.0,9.0,8.0,10.0,0.0,2.0,7.0,7.0,30.0,2020,6.0,0.0,1490,30290,0.0,0,939.0,82.0,637.0,73.0,16.0,10.0,6.0,21.0,0.0,1.0,12.0,615.0,76.0,27.0,21.0,0.0,7.0,2.0,5.0,0.0,1.0,14.0,29.0,30.0,0.0,0.0,349.0,1900.0,75.0,5.0,5.0,2300.0,1360.0,3900.0,83.0,2.0,3.0,20400.0,10700.0,60.0,75.0,2015,10,25
0.0,0.8,100,2.03,0.7,0.469,22.0,42.0,13.0,3.0,0.0,9280,0,38.0,321.0,0.35,38340,5.0,5950,0.15,1690,0.4,1,4.0,42.0,4.0,42.0,0.0,1.0,3.0,4.0,85.0,1480,4.0,0.0,0,27240,0.0,0,1697.0,82.0,545.0,75.0,15.0,8.0,3.0,23.0,11.0,17.0,20.0,508.0,74.0,36.0,32.0,3.0,11.0,3.0,8.0,1.0,3.0,11.0,49.0,13.0,1.0,3.0,354.0,2500.0,72.0,8.0,9.0,4900.0,1637.0,3500.0,82.0,3.0,4.0,4800.0,3533.0,1.0,22.0,2013,9,27
0.01,0.92,500,0.79,0.38,0.3,14.0,54.0,37.0,4.0,0.0,18350,0,21.0,105.0,0.5,19600,6.0,4390,0.4,1100,0.5,1,8.0,16.0,8.0,16.0,0.0,0.0,6.0,6.0,0.0,1040,3.0,0.0,580,9280,0.0,0,1768.0,83.0,620.0,79.0,13.0,5.0,6.0,14.0,1.0,3.0,4.0,590.0,75.0,23.0,23.0,0.0,7.0,1.0,6.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,313.0,1300.0,75.0,6.0,6.0,2200.0,1350.0,22800.0,78.0,1.0,1.0,22800.0,22800.0,10.0,140.0,2013,7,18
0.01,0.45,0,0.51,0.82,0.133,12.0,41.0,40.0,3.0,0.0,16370,0,36.0,136.0,0.4,7500,7.0,2200,0.2,2350,0.35,3,12.0,41.0,12.0,41.0,0.0,0.0,0.0,3.0,10746.0,2430,2.0,0.0,0,0,0.0,0,1408.0,86.0,635.0,78.0,6.0,6.0,0.0,7.0,0.0,4.0,6.0,618.0,71.0,8.0,8.0,0.0,4.0,1.0,3.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,346.0,2900.0,70.0,3.0,4.0,3500.0,2233.0,7500.0,72.0,1.0,1.0,7500.0,7500.0,51.0,78.0,2014,7,13
0.01,0.86,2000,0.56,0.93,0.38799999999999996,20.0,17.0,10.0,3.0,1.0,35100,0,42.0,260.0,0.7,20040,6.0,25250,1.0,2170,0.35,1,0.0,17.0,0.0,17.0,0.0,0.0,4.0,4.0,0.0,670,3.0,0.0,0,24980,2.0,0,1435.0,93.0,630.0,79.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,602.0,75.0,18.0,18.0,0.0,6.0,2.0,4.0,0.0,0.0,4.0,15.0,3.0,0.0,0.0,355.0,4100.0,74.0,4.0,4.0,4900.0,3075.0,19800.0,85.0,2.0,2.0,19800.0,19800.0,3.0,131.0,2014,6,16
0.04,0.96,0,1.27,0.76,0.322,17.0,19.0,13.0,3.0,0.0,9280,0,25.0,135.0,0.55,8360,8.0,1460,0.2,660,0.65,3,12.0,16.0,12.0,16.0,0.0,0.0,7.0,7.0,61.0,500,3.0,0.0,440,440,0.0,0,1066.0,87.0,549.0,70.0,11.0,5.0,5.0,15.0,1.0,7.0,10.0,505.0,72.0,23.0,19.0,2.0,11.0,3.0,8.0,0.0,2.0,16.0,24.0,10.0,0.0,0.0,287.0,1100.0,71.0,8.0,9.0,2300.0,1137.0,4400.0,77.0,3.0,3.0,5100.0,3900.0,11.0,60.0,2015,6,20
0.01,0.46,2000,0.05,0.76,0.311,14.0,25.0,14.0,3.0,1.0,25240,0,45.0,213.0,0.45,19260,7.0,22120,0.15,2250,0.4,1,11.0,11.0,11.0,11.0,0.0,2.0,2.0,2.0,377.0,1100,15.0,0.0,840,16510,0.0,0,1861.0,82.0,519.0,76.0,8.0,6.0,2.0,13.0,2.0,7.0,12.0,413.0,70.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,26.0,1000.0,70.0,1.0,1.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,2013,4,16
0.01,0.88,1000,1.33,1.0,0.314,14.0,20.0,24.0,1.0,0.0,20330,0,7.0,66.0,1.0,16660,3.0,2620,1.0,1650,0.5,1,0.0,11.0,0.0,11.0,0.0,1.0,4.0,4.0,0.0,0,4.0,0.0,0,7810,0.0,0,290.0,83.0,536.0,78.0,17.0,11.0,4.0,23.0,13.0,14.0,18.0,477.0,75.0,41.0,27.0,5.0,13.0,2.0,11.0,0.0,3.0,12.0,31.0,31.0,0.0,0.0,331.0,2300.0,74.0,11.0,15.0,5000.0,2027.0,1100.0,77.0,2.0,3.0,1200.0,1100.0,1.0,39.0,2017,8,4
0.0,1.0,1500,1.71,0.56,0.3,17.0,58.0,34.0,3.0,0.0,14520,0,20.0,121.0,1.0,18110,5.0,1100,1.0,1420,0.45,3,0.0,16.0,0.0,16.0,0.0,0.0,3.0,3.0,0.0,0,4.0,0.0,0,12880,0.0,0,1177.0,106.0,620.0,75.0,9.0,7.0,2.0,12.0,1.0,5.0,10.0,589.0,75.0,21.0,19.0,0.0,5.0,1.0,4.0,0.0,0.0,9.0,21.0,2.0,0.0,0.0,298.0,2900.0,74.0,4.0,5.0,3200.0,2400.0,3600.0,83.0,1.0,2.0,3600.0,3600.0,29.0,132.0,2015,3,1
0.03,0.97,0,0.09,0.86,0.25,18.0,38.0,30.0,4.0,0.0,4090,0,48.0,190.0,1.0,4060,6.0,6350,1.0,1140,0.5,1,0.0,23.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0,5.0,0.0,0,6840,0.0,0,1761.0,82.0,539.0,79.0,4.0,2.0,1.0,6.0,2.0,4.0,4.0,497.0,76.0,15.0,12.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,13.0,4.0,1.0,0.0,349.0,2700.0,76.0,4.0,5.0,3300.0,2425.0,3900.0,71.0,1.0,1.0,3900.0,3900.0,24.0,18.0,2013,7,25
0.01,0.99,0,0.55,0.5,0.11199999999999999,12.0,41.0,26.0,2.0,0.0,11180,0,20.0,59.0,1.0,3030,6.0,1920,1.0,980,0.55,3,0.0,38.0,0.0,38.0,0.0,2.0,2.0,2.0,0.0,0,2.0,0.0,0,0,0.0,1,1298.0,121.0,619.0,75.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,595.0,78.0,15.0,13.0,0.0,6.0,3.0,3.0,1.0,3.0,6.0,16.0,2.0,0.0,1.0,305.0,2000.0,77.0,3.0,3.0,2100.0,1700.0,6300.0,80.0,3.0,3.0,8400.0,3933.0,13.0,25.0,2014,10,31
0.02,0.98,0,1.13,0.9,0.483,23.0,20.0,12.0,3.0,0.0,17720,0,19.0,206.0,0.5,22980,6.0,2050,0.15,840,0.6,1,6.0,20.0,6.0,20.0,0.0,3.0,3.0,3.0,118405.0,1060,6.0,0.0,0,17440,0.0,1,698.0,82.0,559.0,73.0,20.0,12.0,3.0,24.0,5.0,12.0,15.0,472.0,74.0,51.0,48.0,4.0,14.0,5.0,9.0,1.0,5.0,21.0,81.0,16.0,0.0,9.0,359.0,2200.0,71.0,9.0,10.0,4800.0,1711.0,7100.0,79.0,5.0,6.0,9000.0,6140.0,10.0,28.0,2016,6,22
0.0,1.0,200,0.6,0.97,0.28,17.0,39.0,19.0,2.0,0.0,8570,0,32.0,160.0,0.4,32360,8.0,1740,0.65,1370,0.45,1,25.0,27.0,25.0,27.0,0.0,2.0,4.0,4.0,0.0,2050,3.0,0.0,2050,15180,0.0,0,1066.0,82.0,541.0,74.0,20.0,11.0,5.0,29.0,5.0,16.0,22.0,509.0,76.0,44.0,41.0,1.0,24.0,13.0,11.0,0.0,2.0,22.0,64.0,18.0,2.0,1.0,357.0,1800.0,73.0,11.0,13.0,2300.0,1336.0,5300.0,78.0,13.0,15.0,21600.0,5923.0,20.0,59.0,2015,6,20
0.01,0.99,0,3.34,1.0,0.408,19.0,21.0,13.0,3.0,0.0,8100,0,18.0,204.0,0.3,16570,7.0,970,0.1,1160,0.5,1,4.0,21.0,4.0,21.0,0.0,1.0,2.0,3.0,1209455.0,1340,10.0,0.0,1370,9200,0.0,1,611.0,83.0,548.0,75.0,19.0,9.0,5.0,27.0,5.0,11.0,16.0,507.0,72.0,62.0,56.0,9.0,20.0,5.0,15.0,2.0,6.0,18.0,68.0,24.0,3.0,0.0,360.0,2200.0,72.0,15.0,17.0,4100.0,1940.0,1900.0,78.0,5.0,7.0,4800.0,2300.0,23.0,21.0,2016,9,17
0.01,0.99,300,0.86,0.5,0.3,17.0,19.0,19.0,3.0,0.0,1520,0,17.0,124.0,0.75,14710,7.0,150,0.65,1100,0.5,1,19.0,19.0,19.0,19.0,0.0,8.0,8.0,8.0,0.0,350,3.0,0.0,0,5890,0.0,1,1096.0,85.0,547.0,76.0,22.0,8.0,7.0,29.0,4.0,11.0,17.0,521.0,75.0,56.0,42.0,3.0,19.0,10.0,9.0,1.0,5.0,18.0,67.0,47.0,0.0,15.0,358.0,2500.0,74.0,9.0,11.0,3000.0,2222.0,8000.0,77.0,10.0,11.0,15600.0,4150.0,17.0,22.0,2015,5,21
0.04,0.96,4900,0.4,1.0,0.252,11.0,29.0,21.0,4.0,1.0,11250,0,22.0,163.0,0.7,1760,8.0,830,1.0,1050,0.5,1,6.0,16.0,0.0,82.0,0.0,0.0,2.0,2.0,0.0,600,1.0,0.0,0,0,0.0,0,739.0,83.0,592.0,76.0,5.0,3.0,1.0,7.0,3.0,4.0,5.0,568.0,76.0,33.0,27.0,1.0,8.0,4.0,4.0,4.0,5.0,19.0,36.0,19.0,4.0,0.0,348.0,1100.0,74.0,4.0,4.0,2800.0,1350.0,9300.0,78.0,4.0,5.0,20400.0,7600.0,23.0,12.0,2016,5,12
0.03,0.97,100,2.44,1.0,0.6579999999999999,22.0,20.0,12.0,3.0,1.0,14290,0,24.0,320.0,0.25,38350,8.0,3610,0.05,920,0.55,1,7.0,20.0,7.0,20.0,1.0,2.0,4.0,5.0,631.0,2710,18.0,3.0,670,21280,0.0,0,789.0,83.0,551.0,72.0,24.0,10.0,8.0,32.0,6.0,10.0,14.0,509.0,75.0,64.0,57.0,3.0,22.0,8.0,14.0,0.0,3.0,37.0,89.0,27.0,3.0,0.0,351.0,1800.0,74.0,14.0,15.0,5000.0,1678.0,4600.0,80.0,8.0,9.0,19200.0,5937.0,23.0,43.0,2016,3,23
0.0,0.96,3000,1.07,0.49,0.569,23.0,28.0,9.0,4.0,1.0,30140,0,35.0,238.0,0.55,68620,7.0,8620,0.4,1250,0.5,1,16.0,16.0,16.0,16.0,0.0,1.0,9.0,9.0,0.0,830,8.0,0.0,500,16700,0.0,0,2260.0,83.0,535.0,72.0,13.0,7.0,5.0,16.0,1.0,3.0,3.0,485.0,74.0,58.0,52.0,3.0,21.0,6.0,15.0,0.0,0.0,11.0,64.0,16.0,0.0,0.0,355.0,2200.0,72.0,15.0,15.0,5000.0,1820.0,10900.0,80.0,6.0,6.0,21600.0,10466.0,5.0,134.0,2012,3,13
0.01,0.96,3900,0.8,0.69,0.313,17.0,24.0,27.0,4.0,1.0,17950,0,54.0,204.0,0.4,27370,6.0,5790,0.4,1550,0.45,1,4.0,24.0,4.0,24.0,0.0,1.0,3.0,4.0,0.0,1500,5.0,0.0,500,26970,0.0,0,2438.0,84.0,660.0,82.0,5.0,3.0,1.0,7.0,1.0,6.0,6.0,635.0,77.0,35.0,31.0,0.0,14.0,6.0,8.0,0.0,2.0,12.0,37.0,19.0,2.0,0.0,356.0,2500.0,78.0,8.0,9.0,5000.0,2200.0,12600.0,76.0,6.0,7.0,26400.0,11350.0,1.0,50.0,2011,9,17
0.01,0.62,1000,1.56,0.61,0.41100000000000003,18.0,18.0,13.0,4.0,0.0,5010,0,49.0,233.0,0.35,68590,7.0,7170,0.3,1870,0.45,1,10.0,15.0,10.0,23.0,0.0,1.0,6.0,6.0,0.0,1760,4.0,0.0,0,26450,0.0,0,2508.0,86.0,653.0,78.0,19.0,7.0,8.0,27.0,9.0,18.0,20.0,634.0,76.0,67.0,62.0,0.0,29.0,13.0,16.0,2.0,6.0,28.0,89.0,18.0,3.0,3.0,358.0,2400.0,74.0,16.0,17.0,6100.0,2000.0,12400.0,79.0,13.0,15.0,51000.0,12669.0,18.0,23.0,2011,7,9
0.01,0.81,7000,0.29,1.0,0.53,19.0,16.0,16.0,2.0,1.0,2700,0,21.0,229.0,0.25,100650,6.0,6800,0.1,1680,0.4,1,10.0,10.0,13.0,13.0,0.0,5.0,6.0,6.0,76784.0,2640,7.0,0.0,430,66370,0.0,1,709.0,83.0,546.0,79.0,11.0,7.0,2.0,15.0,1.0,7.0,8.0,512.0,76.0,77.0,69.0,2.0,21.0,6.0,15.0,2.0,4.0,23.0,104.0,29.0,3.0,1.0,352.0,2200.0,74.0,15.0,16.0,4800.0,2066.0,16400.0,78.0,6.0,6.0,20400.0,12150.0,29.0,14.0,2016,6,11
0.01,0.9,1500,0.23,0.69,0.327,17.0,20.0,27.0,3.0,0.0,9750,0,20.0,130.0,0.1,64840,8.0,540,0.05,1160,0.5,1,5.0,9.0,5.0,10.0,1.0,2.0,7.0,7.0,45988.0,11000,7.0,0.0,11000,26170,0.0,0,934.0,84.0,557.0,81.0,9.0,4.0,3.0,12.0,1.0,1.0,9.0,502.0,76.0,50.0,41.0,4.0,24.0,11.0,13.0,0.0,2.0,26.0,66.0,32.0,1.0,1.0,355.0,2100.0,73.0,13.0,13.0,5000.0,2146.0,6900.0,78.0,11.0,12.0,19800.0,6900.0,20.0,58.0,2015,10,30
0.0,0.87,0,0.01,0.72,0.688,18.0,8.0,5.0,2.0,0.0,8190,0,23.0,327.0,0.1,90380,5.0,26670,0.05,1470,0.45,1,6.0,8.0,6.0,8.0,4.0,0.0,5.0,5.0,64.0,5170,9.0,0.0,0,25320,0.0,0,1039.0,83.0,543.0,80.0,16.0,10.0,5.0,26.0,8.0,16.0,21.0,507.0,74.0,75.0,73.0,1.0,20.0,8.0,12.0,3.0,6.0,19.0,83.0,5.0,2.0,1.0,359.0,2900.0,72.0,12.0,13.0,5500.0,2466.0,6000.0,80.0,8.0,8.0,19200.0,7050.0,-1.0,1.0,2015,7,17
0.08,0.84,2000,0.07,0.61,0.341,17.0,21.0,15.0,3.0,1.0,4380,0,23.0,168.0,0.35,23440,8.0,500,0.3,760,0.6,1,14.0,17.0,14.0,17.0,1.0,4.0,5.0,5.0,1181854.0,3950,4.0,0.0,0,19330,0.0,1,1217.0,86.0,525.0,78.0,10.0,5.0,3.0,17.0,7.0,10.0,14.0,478.0,75.0,20.0,11.0,4.0,14.0,6.0,8.0,0.0,4.0,18.0,22.0,36.0,0.0,2.0,342.0,1300.0,70.0,8.0,8.0,2700.0,1275.0,4000.0,79.0,6.0,7.0,10200.0,4000.0,-2.0,72.0,2015,1,20
0.01,0.99,500,0.23,0.79,0.22699999999999998,13.0,15.0,12.0,2.0,0.0,11810,0,15.0,81.0,0.4,14460,5.0,3300,0.1,1240,0.5,1,10.0,15.0,10.0,18.0,0.0,1.0,2.0,2.0,204293.0,1510,5.0,0.0,0,11870,0.0,0,728.0,82.0,621.0,78.0,6.0,3.0,2.0,9.0,2.0,3.0,6.0,593.0,78.0,23.0,22.0,0.0,6.0,1.0,5.0,0.0,2.0,5.0,22.0,3.0,0.0,0.0,357.0,2300.0,78.0,5.0,7.0,2900.0,2040.0,1800.0,84.0,1.0,1.0,1800.0,1800.0,11.0,68.0,2016,5,23
0.01,0.99,0,0.46,0.31,0.066,5.0,140.0,137.0,2.0,0.0,11430,0,10.0,17.0,0.6,7470,5.0,860,1.0,920,0.55,1,0.0,27.0,0.0,27.0,0.0,0.0,3.0,3.0,0.0,1300,2.0,0.0,0,0,0.0,0,1030.0,106.0,640.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,607.0,72.0,5.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,187.0,2100.0,70.0,1.0,1.0,2100.0,2100.0,12000.0,78.0,1.0,1.0,12000.0,12000.0,153.0,63.0,2015,7,26
0.01,0.89,100,0.62,0.62,0.345,20.0,37.0,32.0,3.0,1.0,2510,0,28.0,143.0,0.55,23420,7.0,16560,0.4,1300,0.4,3,1.0,32.0,1.0,32.0,0.0,1.0,4.0,4.0,0.0,1420,2.0,0.0,0,21320,0.0,0,1438.0,83.0,679.0,76.0,11.0,7.0,2.0,13.0,1.0,7.0,11.0,670.0,77.0,17.0,15.0,0.0,7.0,5.0,2.0,1.0,3.0,11.0,26.0,7.0,2.0,0.0,332.0,2300.0,74.0,2.0,2.0,2300.0,2250.0,14300.0,77.0,5.0,5.0,21600.0,12180.0,10.0,-1.0,2014,6,13
0.01,0.99,1000,1.11,0.48,0.669,23.0,8.0,7.0,4.0,1.0,25680,0,32.0,347.0,0.25,71810,5.0,12440,0.05,1170,0.5,1,5.0,8.0,6.0,12.0,1.0,1.0,10.0,10.0,74.0,2500,6.0,1.0,230,6000,0.0,0,2096.0,82.0,537.0,78.0,12.0,8.0,4.0,18.0,2.0,8.0,14.0,482.0,76.0,53.0,48.0,5.0,21.0,10.0,11.0,1.0,4.0,22.0,63.0,20.0,1.0,1.0,359.0,2700.0,74.0,11.0,11.0,4700.0,2281.0,10900.0,79.0,10.0,11.0,20400.0,6130.0,13.0,16.0,2012,8,24
0.01,0.76,4000,0.54,0.81,0.736,19.0,6.0,5.0,4.0,1.0,29370,0,54.0,467.0,0.05,151650,5.0,56070,0.05,1610,0.45,1,5.0,6.0,5.0,6.0,3.0,1.0,2.0,5.0,152.0,20000,4.0,0.0,36920,144320,0.0,0,2110.0,82.0,537.0,77.0,6.0,3.0,1.0,6.0,1.0,4.0,5.0,493.0,75.0,41.0,40.0,4.0,18.0,6.0,12.0,0.0,0.0,10.0,54.0,7.0,0.0,0.0,360.0,2100.0,76.0,12.0,14.0,4300.0,2025.0,10300.0,75.0,6.0,7.0,20400.0,8700.0,5.0,100.0,2012,8,10
0.03,0.97,100,1.99,0.7,0.28300000000000003,18.0,26.0,15.0,2.0,1.0,11940,0,21.0,119.0,0.3,32250,8.0,2390,0.05,710,0.65,1,7.0,14.0,7.0,14.0,1.0,4.0,4.0,4.0,170802.0,2830,4.0,0.0,2510,10490,0.0,0,983.0,83.0,644.0,79.0,11.0,6.0,4.0,13.0,2.0,6.0,9.0,622.0,82.0,15.0,14.0,0.0,5.0,4.0,1.0,0.0,3.0,6.0,55.0,2.0,7.0,0.0,321.0,1100.0,70.0,1.0,1.0,1100.0,1100.0,5700.0,82.0,4.0,5.0,13800.0,9450.0,4.0,72.0,2015,9,11
0.05,0.94,1100,5.09,0.83,0.625,25.0,10.0,8.0,3.0,1.0,10810,0,39.0,432.0,0.25,65200,6.0,3350,0.05,910,0.55,1,4.0,10.0,4.0,10.0,0.0,1.0,6.0,6.0,26.0,2350,8.0,0.0,0,18360,0.0,0,1506.0,82.0,581.0,74.0,16.0,9.0,6.0,20.0,1.0,6.0,8.0,569.0,74.0,73.0,66.0,2.0,24.0,5.0,19.0,1.0,2.0,39.0,108.0,15.0,1.0,0.0,360.0,2600.0,73.0,19.0,19.0,4500.0,1657.0,16800.0,78.0,5.0,5.0,19200.0,8140.0,-2.0,10.0,2014,4,6
0.0,1.0,5000,0.63,1.0,0.425,18.0,21.0,24.0,4.0,1.0,3840,0,22.0,216.0,0.55,9190,7.0,7000,0.3,1320,0.45,1,15.0,21.0,15.0,28.0,0.0,2.0,2.0,2.0,0.0,960,3.0,0.0,0,6720,0.0,0,734.0,84.0,500.0,77.0,19.0,9.0,6.0,31.0,10.0,24.0,27.0,468.0,75.0,39.0,36.0,3.0,15.0,4.0,11.0,5.0,6.0,12.0,43.0,12.0,5.0,6.0,346.0,2800.0,73.0,11.0,12.0,4100.0,2154.0,8700.0,78.0,4.0,5.0,11700.0,8100.0,13.0,2.0,2016,5,17
